"Cluster","Avg_Age","Age_Std_Dev","Avg_DEMECOG","DEMECOG_Std_Dev","Avg_DASCA19_9","DASCA19_9_Std_Dev","Avg_SurvTime","SurvTime_Std_Dev"
1,66.8717948717949,7.42392819547387,0.0256410256410256,0.160128153805087,2596.60526315789,7996.70325159222,12.5835020241282,8.29670437052664
2,73.2678571428571,5.782390419285,1.23214285714286,0.426020547032073,31936.4226415094,83338.9971119571,7.98284774458929,5.71962715477438
3,59.5106382978723,5.71372238534235,1.02127659574468,0.328988020274008,7554.95652173913,17911.841383046,9.72004479253192,6.93127945084437
